shopid,buyerid,register_date,country
2810,2225,10/21/2019,SG
2393,2041,4/16/2020,SG
2926,4741,9/3/2021,SZ
2949,1992,3/2/2020,ID
2100,2160,7/17/2018,SG
2549,2095,4/21/2020,SG
2670,2322,8/28/2020,SG
2502,4828,9/3/2020,SZ
2095,3176,11/22/2021,MY
2495,4238,1/2/2019,PH
2339,2627,6/8/2019,SG
2235,4355,11/3/2018,PH
2242,1394,3/31/2021,ID
2859,3119,3/1/2019,MY
2299,2532,7/13/2020,SG
2590,3503,4/24/2020,MY
2316,1451,12/6/2019,ID
2102,3674,3/15/2021,MY
2427,3047,2/20/2021,MY
2370,2587,3/6/2019,SG
2511,2414,5/6/2021,SG
2386,4445,7/8/2018,PH
2412,4244,3/3/2021,PH
2479,2595,9/19/2021,SG
2370,2384,8/5/2021,SG
2460,2700,4/12/2020,SG
2375,2050,6/21/2018,SG
2636,2558,6/11/2019,SG
2343,1285,10/2/2019,ID
2246,1186,4/16/2019,ID
2253,2206,1/5/2021,SG
2770,3274,5/8/2021,MY
2000,1847,9/24/2018,ID
2060,3997,7/2/2021,MY
2112,2188,11/21/2018,SG
2256,1796,9/18/2018,ID
2490,3025,4/14/2021,MY
2190,1895,8/14/2020,ID
2085,3947,11/15/2019,MY
2042,1392,11/28/2021,ID
2979,3579,3/17/2018,MY
2645,3120,2/8/2020,MY
2352,3873,10/31/2021,MY
2207,1276,5/27/2019,ID
2228,3357,9/4/2020,MY
2442,4687,12/15/2018,SZ
2784,2931,9/10/2018,SG
2773,1957,7/24/2020,ID
2962,3971,10/21/2021,MY
2975,2028,4/26/2018,SG
2715,1942,6/15/2020,ID
2352,2466,8/25/2020,SG
2182,4078,12/25/2020,PH
2070,3761,7/17/2018,MY
2586,3214,11/5/2019,MY
2784,3174,12/12/2019,MY
2713,4879,6/26/2021,SZ
2978,3373,5/29/2021,MY
2994,3010,4/8/2021,MY
2686,4421,11/5/2019,PH
2658,2508,2/3/2018,SG
2812,2389,8/27/2018,SG
2831,4892,11/30/2018,SZ
2713,4689,8/28/2020,SZ
2402,2126,4/4/2020,SG
2861,4117,6/7/2019,PH
2854,1606,9/6/2020,ID
2308,3918,3/11/2021,MY
2923,1580,12/27/2020,ID
2630,3747,6/28/2019,MY
2620,4618,8/17/2019,SZ
2082,1837,6/12/2021,ID
2561,2315,2/16/2021,SG
2197,2699,9/11/2018,SG
2427,2505,5/26/2019,SG
2513,3611,10/25/2020,MY
2470,1673,1/13/2020,ID
2851,1556,6/2/2018,ID
2925,4202,3/12/2018,PH
2367,2332,4/22/2019,SG
2357,2885,9/10/2021,SG
2982,3562,7/26/2021,MY
2383,4704,1/28/2019,SZ
2613,4342,9/22/2019,PH
2423,1020,11/15/2018,ID
2500,3563,9/10/2020,MY
2885,2714,1/18/2021,SG
2367,2495,3/21/2018,SG
2217,1054,6/24/2020,ID
2952,3225,11/14/2018,MY
2833,3395,10/14/2021,MY
2719,4871,1/12/2020,SZ
2773,1102,8/11/2019,ID
2691,1844,2/25/2019,ID
2280,4832,2/19/2020,SZ
2751,1447,10/21/2020,ID
2505,2668,5/14/2021,SG
2307,3512,4/20/2019,MY
2062,2327,4/3/2018,SG
2870,2982,10/3/2020,SG
2987,4561,1/6/2018,SZ
2144,1584,10/19/2018,ID
2940,2794,4/30/2019,SG
2026,3196,12/15/2018,MY
2896,3621,5/11/2018,MY
2848,1556,3/25/2021,ID
2452,1079,12/21/2020,ID
2586,3629,6/3/2020,MY
2512,2161,8/1/2019,SG
2927,3349,6/23/2020,MY
2223,2327,6/16/2019,SG
2152,1274,6/8/2020,ID
2829,2737,11/26/2019,SG
2379,1913,9/11/2018,ID
2628,4566,1/23/2019,SZ
2336,4527,4/8/2021,SZ
2442,1652,6/10/2020,ID
2063,4352,6/19/2019,PH
2046,3515,10/13/2018,MY
2536,2666,6/29/2019,SG
2682,3350,11/27/2018,MY
2218,4840,9/30/2020,SZ
2500,2613,1/19/2021,SG
2011,2382,1/21/2021,SG
2034,4103,9/13/2020,PH
2201,3010,7/28/2018,MY
2113,3520,5/29/2019,MY
2389,4974,7/5/2018,SZ
2831,3810,9/2/2018,MY
2928,3771,3/15/2021,MY
2407,2817,5/27/2019,SG
2575,4960,3/23/2021,SZ
2745,4433,11/21/2021,PH
2985,3709,8/3/2020,MY
2722,2245,3/16/2021,SG
2046,4120,6/13/2019,PH
2342,2028,5/3/2019,SG
2623,2130,5/19/2021,SG
2100,2569,8/1/2021,SG
2725,4816,4/28/2021,SZ
2783,2913,11/12/2021,SG
2684,1895,1/21/2020,ID
2708,4519,2/1/2018,SZ
2360,3277,9/16/2021,MY
2320,2455,2/7/2018,SG
2678,2694,8/23/2020,SG
2252,2016,2/20/2019,SG
2279,1295,12/28/2021,ID
2404,2786,6/17/2018,SG
2666,2540,2/8/2018,SG
2457,2946,1/26/2020,SG
2778,2600,10/20/2018,SG
2810,1790,12/22/2019,ID
2113,4248,3/26/2019,PH
2432,4429,9/1/2020,PH
2050,2070,10/15/2020,SG
2650,3846,3/31/2018,MY
2359,3215,11/15/2019,MY
2996,2466,11/23/2021,SG
2278,1393,4/9/2018,ID
2113,3915,2/7/2021,MY
2309,1471,11/16/2018,ID
2851,4968,11/15/2021,SZ
2394,3191,8/27/2018,MY
2975,4553,2/24/2018,SZ
2771,2988,10/16/2020,SG
2862,1228,4/15/2020,ID
2925,1558,11/27/2020,ID
2597,3108,9/7/2019,MY
2477,4258,4/1/2019,PH
2860,4314,1/21/2021,PH
2805,4442,3/19/2018,PH
2792,1719,5/17/2021,ID
2676,2460,1/7/2020,SG
2221,1406,5/7/2021,ID
2157,4168,12/5/2019,PH
2310,3068,12/17/2021,MY
2478,3355,11/1/2018,MY
2001,4584,2/9/2019,SZ
2633,4831,12/25/2019,SZ
2311,3238,8/8/2019,MY
2678,1649,3/8/2019,ID
2962,1541,10/24/2018,ID
2978,4773,6/8/2021,SZ
2720,3169,5/15/2019,MY
2694,1238,5/4/2021,ID
2975,2456,9/11/2020,SG
2680,4814,5/13/2018,SZ
2364,2172,5/13/2019,SG
2127,4839,5/16/2019,SZ
2091,2751,5/29/2021,SG
2408,2166,3/28/2021,SG
2973,1177,9/9/2018,ID
2631,3936,6/1/2019,MY
2704,4773,2/2/2021,SZ
2694,3171,1/6/2019,MY
2795,4162,3/14/2020,PH
2465,1456,7/13/2020,ID
2802,1024,4/5/2021,ID
2132,2710,5/24/2020,SG
2792,3994,6/7/2020,MY
2083,1020,12/10/2021,ID
2821,2856,8/30/2019,SG
2184,3820,8/30/2020,MY
2564,4854,11/8/2019,SZ
2770,1172,12/31/2019,ID
2510,4323,5/23/2021,PH
2043,4734,11/17/2018,SZ
2910,3272,12/19/2021,MY
2339,3547,11/16/2021,MY
2189,1022,3/6/2020,ID
2897,1695,2/2/2021,ID
2323,3830,12/5/2019,MY
2062,4589,9/12/2021,SZ
2086,4906,11/12/2019,SZ
2392,2867,5/3/2020,SG
2774,2988,4/20/2019,SG
2382,3484,7/9/2018,MY
2861,4022,6/2/2019,PH
2005,3321,12/29/2020,MY
2852,1787,11/22/2020,ID
2050,2832,2/25/2021,SG
2923,1989,1/12/2019,ID
2477,4021,5/15/2019,PH
2439,3876,6/10/2020,MY
2080,1386,10/16/2020,ID
2265,4489,4/5/2021,PH
2707,4673,1/19/2021,SZ
2539,3337,10/28/2021,MY
2613,1700,5/8/2021,ID
2543,3652,1/31/2021,MY
2342,1147,4/13/2019,ID
2205,1930,1/26/2020,ID
2539,3667,10/1/2020,MY
2129,2918,6/26/2019,SG
2208,3078,10/7/2018,MY
2565,1479,12/6/2020,ID
2626,1466,8/28/2018,ID
2480,1615,12/28/2021,ID
2210,4195,10/8/2020,PH
2181,4255,12/20/2018,PH
2669,4029,12/19/2019,PH
2429,3366,11/5/2018,MY
2486,3342,11/4/2018,MY
2597,3142,10/24/2020,MY
2333,4201,3/4/2020,PH
2442,1559,1/21/2020,ID
2762,2291,5/27/2020,SG
2454,1152,9/18/2019,ID
2036,2765,4/23/2021,SG
2297,3503,5/9/2019,MY
2540,3374,1/25/2018,MY
2711,4781,2/12/2021,SZ
2404,1495,10/13/2018,ID
2557,4183,12/26/2021,PH
2438,3499,10/12/2021,MY
2888,1146,12/13/2019,ID
2151,1768,11/5/2021,ID
2648,1230,7/31/2021,ID
2808,3689,4/2/2019,MY
2265,2865,1/20/2020,SG
2982,3085,5/16/2021,MY
2318,4174,1/29/2020,PH
2208,4543,8/21/2021,SZ
2386,4791,4/18/2021,SZ
2874,3218,10/15/2019,MY
2665,1928,8/31/2020,ID
2113,3360,6/14/2021,MY
2200,4614,3/13/2019,SZ
2318,4482,11/23/2020,PH
2692,3077,10/25/2020,MY
2688,1253,5/3/2020,ID
2124,4991,2/24/2021,SZ
2591,4697,4/26/2020,SZ
2491,1729,3/8/2018,ID
2152,2503,8/19/2020,SG
2190,2243,7/31/2021,SG
2188,1987,12/21/2020,ID
2820,3354,7/7/2020,MY
2625,2898,10/29/2019,SG
2129,1729,4/24/2018,ID
2283,3278,8/13/2021,MY
2110,4563,11/20/2019,SZ
2206,4074,12/27/2021,PH
2499,1865,3/7/2018,ID
2087,2735,8/12/2020,SG
2166,2685,3/4/2019,SG
2212,1455,5/17/2021,ID
2164,4847,8/19/2018,SZ
2149,2366,10/13/2021,SG
3000,3058,11/7/2019,MY
2289,2597,3/4/2018,SG
2081,2385,11/17/2020,SG
2580,2735,2/17/2021,SG
2302,3373,8/3/2019,MY
2173,4719,6/6/2020,SZ
2088,3215,8/27/2020,MY
2531,4438,12/25/2021,PH
2214,3647,3/1/2021,MY
2568,2444,4/26/2019,SG
2343,1907,10/29/2020,ID
2726,2020,8/23/2021,SG
2241,4975,11/2/2021,SZ
2165,1166,4/20/2021,ID
2279,3558,3/9/2019,MY
2444,1227,8/7/2020,ID
2471,2882,7/31/2021,SG
2023,4880,11/19/2021,SZ
2708,1600,7/24/2019,ID
2431,4837,9/29/2020,SZ
2613,4712,3/20/2019,SZ
2485,4673,3/11/2020,SZ
2071,3991,5/29/2021,MY
2475,3070,7/17/2021,MY
2853,3488,7/15/2018,MY
2561,1083,6/4/2021,ID
2334,4677,7/24/2021,SZ
2420,1848,8/21/2021,ID
2423,2702,4/16/2020,SG
2344,4739,4/9/2018,SZ
2549,2106,11/9/2019,SG
2237,2636,3/12/2020,SG
2904,1454,5/30/2019,ID
2050,3893,9/23/2018,MY
2163,1851,4/20/2021,ID
2156,2503,4/24/2018,SG
2157,4182,6/6/2019,PH
2629,1033,10/11/2020,ID
2249,4100,7/26/2020,PH
2958,2238,6/2/2018,SG
2127,2069,3/27/2019,SG
2889,4503,2/8/2021,SZ
2200,4871,8/6/2020,SZ
2526,3072,11/24/2020,MY
2158,4140,5/23/2019,PH
2479,4778,12/9/2019,SZ
2045,2203,6/16/2020,SG
2266,2397,12/27/2018,SG
2940,3733,4/12/2018,MY
2415,3687,6/17/2018,MY
2135,1019,2/25/2020,ID
2270,1321,1/17/2018,ID
2029,4738,6/21/2021,SZ
2718,1048,3/2/2018,ID
2649,3925,3/10/2018,MY
2289,3709,4/20/2019,MY
2806,3315,10/14/2020,MY
2439,2744,8/13/2021,SG
2863,4480,7/2/2020,PH
2136,2657,4/1/2021,SG
2049,2496,9/29/2019,SG
2991,3319,11/25/2021,MY
2022,3190,7/13/2019,MY
2435,1560,3/7/2020,ID
2655,2022,11/3/2020,SG
2714,3484,3/12/2019,MY
2843,4754,1/29/2020,SZ
2729,4679,11/19/2019,SZ
2974,2327,9/25/2019,SG
2080,4726,12/21/2018,SZ
2218,1658,7/16/2021,ID
2178,3759,2/19/2019,MY
2318,4174,6/18/2019,PH
2411,4920,9/15/2020,SZ
2554,1708,7/22/2021,ID
2569,2002,2/10/2018,SG
2880,4519,10/21/2020,SZ
2788,1698,1/21/2020,ID
2533,4136,8/8/2018,PH
2176,2514,5/25/2020,SG
2962,4222,12/13/2018,PH
2133,2750,7/18/2020,SG
2743,3739,2/1/2021,MY
2292,1085,9/18/2021,ID
2780,4805,5/18/2021,SZ
2102,2580,12/29/2020,SG
2130,1391,12/23/2021,ID
2260,4377,9/5/2021,PH
2182,1988,10/5/2021,ID
2020,1564,1/1/2021,ID
2192,4096,12/7/2018,PH
2424,1377,5/4/2019,ID
2013,2748,5/19/2021,SG
2099,3276,9/1/2021,MY
2496,2064,9/15/2020,SG
2671,1577,5/4/2020,ID
2005,4905,5/6/2021,SZ
2774,1005,2/10/2018,ID
2437,4795,9/17/2019,SZ
2073,2436,7/18/2018,SG
2973,3434,2/1/2019,MY
2925,1841,11/30/2019,ID
2467,1721,11/7/2020,ID
2218,1102,9/27/2021,ID
2364,4409,2/20/2021,PH
2853,1866,6/2/2019,ID
2852,1961,5/31/2020,ID
2560,4557,1/31/2021,SZ
2605,1667,7/14/2018,ID
2081,4112,7/12/2021,PH
2210,1573,8/2/2018,ID
2715,2042,5/17/2019,SG
2928,3052,5/9/2018,MY
2430,2939,11/19/2020,SG
2314,2737,5/28/2021,SG
2039,4403,9/22/2018,PH
2528,3579,3/9/2019,MY
2553,3594,5/31/2020,MY
2586,4823,8/2/2018,SZ
2993,3479,10/26/2020,MY
2293,2522,1/2/2021,SG
2670,2409,4/15/2021,SG
2906,2594,2/10/2018,SG
2449,1718,4/14/2018,ID
2814,2845,8/19/2021,SG
2521,3390,12/3/2018,MY
2299,3314,2/10/2018,MY
2533,3824,1/20/2018,MY
2853,3075,3/19/2018,MY
2228,2165,1/23/2018,SG
2342,1414,12/4/2019,ID
2459,1904,1/2/2018,ID
2717,4674,8/4/2018,SZ
2712,3790,5/22/2019,MY
2675,2363,3/22/2021,SG
2906,1989,3/19/2018,ID
2154,1665,9/15/2020,ID
2735,2869,3/20/2021,SG
2023,2214,6/22/2018,SG
2480,3086,3/27/2021,MY
2562,4435,7/8/2021,PH
2976,2004,8/17/2020,SG
2024,4195,9/30/2021,PH
2595,2117,4/28/2020,SG
2606,3099,4/4/2020,MY
2370,3754,6/15/2019,MY
2253,1933,7/20/2019,ID
2651,3271,7/18/2019,MY
2952,3704,8/23/2021,MY
2333,4346,3/21/2018,PH
2274,1686,5/25/2021,ID
2264,3690,2/26/2021,MY
2877,1286,10/27/2019,ID
2452,1954,1/19/2020,ID
2878,1523,6/13/2021,ID
2857,4748,11/11/2021,SZ
2187,4655,3/5/2018,SZ
2254,1655,1/14/2020,ID
2318,4966,4/10/2019,SZ
2937,1534,10/20/2019,ID
2449,1406,5/4/2020,ID
2913,3838,12/29/2018,MY
2710,2158,7/12/2020,SG
2549,1251,6/16/2019,ID
2236,1884,4/7/2019,ID
2481,1064,1/11/2018,ID
2350,4243,10/27/2020,PH
2725,3692,8/1/2020,MY
2912,1123,3/11/2021,ID
2280,1281,4/28/2018,ID
2808,2764,8/7/2018,SG
2428,4076,9/2/2019,PH
2335,2007,9/14/2019,SG
2222,2629,1/28/2021,SG
2364,2746,4/17/2020,SG
2461,3313,8/4/2019,MY
2752,4104,7/12/2021,PH
2097,3242,1/13/2018,MY
2856,1920,6/17/2019,ID
2597,1973,8/13/2021,ID
2831,1469,1/6/2019,ID
2741,1434,7/9/2021,ID
2978,4466,12/31/2020,PH
2371,4580,12/27/2019,SZ
2525,4094,7/19/2020,PH
2840,3135,9/23/2021,MY
2698,4045,12/20/2020,PH
2888,3787,1/12/2019,MY
2355,3076,3/10/2021,MY
2098,1447,3/10/2021,ID
2129,3474,11/24/2019,MY
2005,1259,7/7/2021,ID
2778,1837,8/22/2020,ID
2954,2832,3/19/2018,SG
2252,1877,8/15/2020,ID
2665,4594,8/9/2019,SZ
2287,1443,3/1/2020,ID
2187,1735,4/18/2021,ID
2743,3892,10/29/2019,MY
2878,2333,8/13/2021,SG
2953,1336,12/27/2020,ID
2563,3338,7/22/2020,MY
2003,2207,9/9/2019,SG
2477,1270,7/20/2018,ID
2459,4970,6/1/2021,SZ
2543,3745,4/17/2018,MY
2147,1423,5/20/2021,ID
2632,3979,12/26/2019,MY
2588,4770,2/18/2019,SZ
2816,4528,9/10/2021,SZ
2708,4504,11/2/2019,SZ
2034,1823,3/23/2019,ID
2529,2205,3/30/2018,SG
2096,1054,12/11/2018,ID
2589,3173,12/9/2018,MY
2258,4951,6/19/2020,SZ
2150,1263,3/30/2019,ID
2492,2035,8/9/2018,SG
2521,4681,7/12/2021,SZ
2353,1208,6/22/2021,ID
2442,2603,10/25/2018,SG
2874,2126,11/18/2018,SG
2804,3638,8/14/2021,MY
2602,1586,9/7/2019,ID
2362,4638,10/8/2019,SZ
2650,2303,9/15/2020,SG
2330,1883,3/20/2020,ID
2451,4154,6/6/2020,PH
2532,4818,4/29/2020,SZ
2763,1663,9/5/2018,ID
2293,1495,9/29/2019,ID
2269,4569,3/16/2020,SZ
2296,2655,2/17/2020,SG
2331,3346,10/2/2019,MY
2409,2178,6/17/2018,SG
2921,1739,9/12/2020,ID
2148,2953,4/27/2020,SG
2828,4650,7/23/2021,SZ
2297,3643,3/29/2018,MY
2281,4063,1/19/2021,PH
2280,4302,7/31/2020,PH
2351,1115,11/7/2021,ID
2318,2875,5/24/2019,SG
2830,1141,8/10/2019,ID
2316,3440,6/8/2018,MY
2749,1490,5/15/2018,ID
2126,2809,11/26/2018,SG
2789,3868,3/18/2019,MY
2329,2264,1/25/2019,SG
2947,3581,5/30/2020,MY
2074,4888,12/29/2021,SZ
2708,2044,12/3/2019,SG
2964,3761,12/9/2018,MY
2798,3104,11/4/2021,MY
2014,4101,2/26/2019,PH
2571,1448,8/14/2020,ID
2205,1763,11/11/2019,ID
2969,4194,9/12/2020,PH
2961,1150,3/19/2021,ID
2078,3767,3/19/2019,MY
2375,3137,12/25/2021,MY
2231,2993,11/12/2021,SG
2615,3964,2/23/2019,MY
2639,2930,11/5/2021,SG
2784,3630,4/2/2019,MY
2673,4919,11/3/2018,SZ
2763,2577,4/18/2019,SG
2435,4363,4/7/2020,PH
2251,3071,5/30/2021,MY
2341,1529,1/31/2018,ID
2198,2235,11/10/2020,SG
2493,1270,4/17/2018,ID
2380,2812,11/14/2019,SG
2416,4032,10/24/2020,PH
2532,4815,10/23/2018,SZ
2978,1353,7/4/2019,ID
2501,3219,10/20/2019,MY
2435,2714,1/17/2019,SG
2433,2418,5/31/2021,SG
2674,4544,3/13/2021,SZ
2746,2157,5/24/2020,SG
2144,1228,12/30/2018,ID
2260,4138,5/9/2018,PH
2174,2347,5/10/2020,SG
2841,1521,11/5/2019,ID
2236,2121,10/22/2018,SG
2510,2353,11/13/2018,SG
2595,3298,1/5/2020,MY
2626,1466,10/18/2021,ID
2616,3023,8/9/2020,MY
2189,2737,10/29/2018,SG
2627,4706,12/12/2018,SZ
2363,3807,9/16/2021,MY
2753,3844,5/26/2018,MY
2376,3429,5/21/2018,MY
2808,2549,10/21/2021,SG
2415,2629,7/22/2018,SG
2059,2389,9/19/2020,SG
2676,3822,5/17/2020,MY
2037,4237,6/11/2020,PH
2269,4447,6/28/2018,PH
2370,2408,11/22/2021,SG
2095,1723,11/3/2020,ID
2046,3798,7/14/2018,MY
2895,4284,4/16/2020,PH
2176,2203,1/21/2021,SG
2218,1526,12/17/2020,ID
2853,1594,8/17/2020,ID
2677,1474,10/12/2019,ID
2365,1864,4/12/2018,ID
2396,1512,5/8/2019,ID
2346,2284,3/3/2019,SG
2429,2996,2/24/2019,SG
2160,3637,12/24/2019,MY
2258,4968,7/7/2019,SZ
2502,1096,10/2/2020,ID
2528,1694,7/14/2018,ID
2409,1568,11/11/2018,ID
2184,4552,6/12/2019,SZ
2150,4247,12/21/2020,PH
2505,3045,6/1/2021,MY
2281,3601,1/4/2018,MY
2414,1353,1/4/2020,ID
2972,2675,6/3/2019,SG
2970,2717,9/2/2021,SG
2950,2702,10/31/2021,SG
2671,3004,10/14/2020,MY
2812,1153,1/21/2021,ID
2666,4495,11/16/2020,PH
2838,1817,12/21/2021,ID
2750,4664,1/21/2020,SZ
2906,1169,6/13/2018,ID
2115,4710,1/19/2020,SZ
2418,4451,5/9/2021,PH
2771,4516,2/1/2020,SZ
2636,3635,6/13/2018,MY
2611,2776,12/2/2019,SG
2828,3667,2/26/2018,MY
2985,2117,1/18/2019,SG
2595,1471,11/5/2020,ID
2577,4640,1/1/2019,SZ
2286,2011,10/15/2021,SG
2542,4721,2/22/2018,SZ
2670,4108,4/5/2020,PH
2146,4292,4/21/2021,PH
2774,3317,8/24/2020,MY
2721,1099,5/17/2019,ID
2952,3439,11/15/2021,MY
2202,2262,11/5/2021,SG
2996,2870,9/26/2020,SG
2768,4004,7/17/2021,PH
2742,2746,9/26/2018,SG
2428,2753,2/11/2021,SG
2701,4378,3/25/2020,PH
2597,1608,2/12/2021,ID
2588,3757,5/12/2020,MY
2625,3651,3/6/2020,MY
2227,3402,5/21/2019,MY
2406,4873,3/31/2018,SZ
2017,3026,1/10/2020,MY
2121,4176,8/9/2019,PH
2685,4256,4/16/2020,PH
2907,4187,8/25/2021,PH
2333,1985,7/14/2018,ID
2766,4539,4/21/2020,SZ
2013,1925,7/25/2020,ID
2407,3795,3/21/2019,MY
2159,2179,10/23/2020,SG
2146,4660,4/25/2019,SZ
2985,3642,3/6/2021,MY
2755,1607,3/9/2020,ID
2150,2728,11/22/2021,SG
2554,2902,1/17/2021,SG
2285,3828,2/12/2021,MY
2904,4029,10/5/2019,PH
2754,4218,7/16/2019,PH
2251,1136,10/24/2020,ID
2744,2929,7/13/2018,SG
2272,2325,9/1/2018,SG
2444,2988,5/30/2021,SG
2940,2485,12/2/2021,SG
2167,2010,4/28/2020,SG
2815,3651,10/8/2021,MY
2305,2552,11/9/2019,SG
2462,1062,5/8/2018,ID
2454,2904,1/25/2020,SG
2979,2365,7/10/2018,SG
2464,2311,7/4/2019,SG
2426,4446,4/28/2019,PH
2646,4273,10/14/2020,PH
2513,2420,2/21/2021,SG
2093,3584,3/28/2020,MY
2079,3264,5/27/2021,MY
2395,2098,9/21/2021,SG
2541,4254,1/1/2019,PH
2953,2389,4/2/2018,SG
2182,3224,3/30/2019,MY
2905,4031,2/4/2020,PH
2161,3300,3/18/2020,MY
2155,2867,1/7/2018,SG
2004,4486,9/7/2020,PH
2109,3448,12/18/2020,MY
2630,1603,3/25/2020,ID
2145,1569,9/24/2020,ID
2078,2135,7/27/2018,SG
2725,3578,6/30/2018,MY
2894,4034,7/13/2018,PH
2534,1932,8/24/2019,ID
2723,3335,10/5/2021,MY
2937,4915,8/30/2020,SZ
2390,3777,11/15/2018,MY
2586,4331,8/26/2018,PH
2590,1152,6/18/2018,ID
2684,1660,7/2/2021,ID
2449,3976,2/7/2021,MY
2397,4827,2/3/2021,SZ
2979,1049,6/9/2020,ID
2196,2388,10/16/2019,SG
2935,4522,7/16/2018,SZ
2654,4863,4/14/2020,SZ
2332,1677,10/20/2018,ID
2377,1039,4/18/2018,ID
2966,3832,5/13/2020,MY
2148,2027,5/18/2021,SG
2670,3085,4/4/2019,MY
2846,2754,7/12/2018,SG
2940,3040,1/11/2021,MY
2254,2469,10/30/2019,SG
2922,1590,11/6/2020,ID
2528,1820,7/21/2019,ID
2003,2056,1/28/2021,SG
2848,1135,3/11/2018,ID
2220,1569,2/16/2019,ID
2501,4533,5/24/2018,SZ
2854,4064,5/3/2019,PH
2257,3041,7/1/2020,MY
2768,1895,3/9/2020,ID
2274,1595,1/21/2019,ID
2563,4263,2/24/2019,PH
2158,2677,4/1/2020,SG
2596,2184,10/29/2019,SG
2975,2451,7/22/2018,SG
2891,3347,12/5/2018,MY
2434,4842,4/6/2018,SZ
2256,3887,9/4/2019,MY
2465,1314,3/24/2020,ID
2779,3150,3/3/2019,MY
2013,2719,3/23/2020,SG
2220,1857,5/21/2018,ID
2762,2943,10/21/2019,SG
2232,2865,9/28/2020,SG
2307,1706,10/27/2020,ID
2695,2984,12/5/2020,SG
2399,4249,10/5/2019,PH
2368,4420,12/21/2018,PH
2767,4013,8/19/2019,PH
2286,1550,5/31/2020,ID
2409,1201,9/11/2018,ID
2251,1520,4/5/2018,ID
2096,4859,10/15/2018,SZ
2813,1720,11/1/2021,ID
2309,3053,9/5/2020,MY
2476,1147,4/9/2021,ID
2937,4871,5/5/2020,SZ
2568,4267,5/13/2019,PH
2397,4905,10/23/2020,SZ
2493,2039,8/11/2018,SG
2453,4419,4/14/2020,PH
2930,2998,11/14/2018,SG
2385,3957,6/29/2018,MY
2396,1935,12/15/2021,ID
2360,3759,3/22/2020,MY
2103,1940,10/29/2019,ID
2544,4175,3/18/2019,PH
2727,2039,4/22/2020,SG
2486,3897,4/6/2021,MY
2520,3254,1/14/2021,MY
2968,3125,10/25/2019,MY
2909,4942,11/26/2019,SZ
2399,3211,9/17/2018,MY
2362,3819,5/17/2021,MY
2095,4784,9/23/2020,SZ
2063,2727,6/16/2020,SG
2619,1728,11/29/2019,ID
2264,2610,12/4/2021,SG
2086,3710,3/15/2019,MY
2640,1529,9/28/2019,ID
2080,4637,3/10/2019,SZ
2746,4615,6/5/2020,SZ
2680,3507,12/29/2019,MY
2018,3051,6/22/2019,MY
2425,1693,2/12/2018,ID
2885,3082,5/25/2021,MY
2599,3454,2/20/2021,MY
2109,2757,7/30/2019,SG
2991,4966,6/5/2019,SZ
2513,3464,8/4/2021,MY
2554,4719,10/7/2020,SZ
2628,1794,11/23/2019,ID
2476,2944,3/14/2018,SG
2464,4610,6/8/2018,SZ
2135,2907,7/4/2019,SG
2053,2155,4/30/2019,SG
2948,3150,1/18/2019,MY
2642,4331,11/11/2018,PH
2929,3305,3/21/2019,MY
2461,4682,3/10/2018,SZ
2775,4095,1/31/2019,PH
2323,3460,8/23/2018,MY
2921,2295,6/19/2018,SG
2639,1067,5/27/2019,ID
2334,3880,7/20/2018,MY
2228,3349,8/16/2020,MY
2371,2644,10/24/2019,SG
2804,1423,11/28/2019,ID
2507,4187,11/28/2021,PH
2344,3923,3/3/2019,MY
2030,3356,2/21/2019,MY
2300,4514,5/2/2020,SZ
2871,3683,3/5/2018,MY
2390,3480,1/6/2018,MY
2843,2620,10/24/2020,SG
2151,3866,11/18/2021,MY
2794,3079,11/27/2021,MY
2652,3188,3/13/2021,MY
2958,1580,4/8/2021,ID
2292,1343,8/12/2020,ID
2395,3860,12/26/2021,MY
2075,4903,6/17/2020,SZ
2267,3358,2/7/2020,MY
2638,2674,7/14/2018,SG
2487,2988,4/19/2018,SG
2265,2789,1/7/2019,SG
2352,3766,4/2/2018,MY
2589,4815,8/16/2019,SZ
2055,2977,4/19/2021,SG
2642,2219,12/10/2019,SG
2065,1053,12/20/2018,ID
2960,1627,12/10/2020,ID
2302,1366,8/1/2021,ID
2290,1181,7/14/2020,ID
2186,4885,5/19/2019,SZ
2179,2034,12/30/2018,SG
2896,1313,2/19/2020,ID
2183,2629,5/7/2018,SG
2535,1273,8/2/2021,ID
2919,3751,9/27/2020,MY
2640,2119,6/29/2018,SG
2996,3937,11/24/2020,MY
2352,1148,7/20/2021,ID
2709,4850,2/8/2020,SZ
2563,3710,5/29/2018,MY
2928,4203,9/30/2019,PH
2544,2712,10/9/2021,SG
2767,4716,8/21/2018,SZ
2006,4695,1/9/2018,SZ
2498,2116,5/12/2021,SG
2858,2473,1/30/2020,SG
2272,3110,12/23/2020,MY
2036,3978,7/18/2019,MY
2603,4358,7/2/2018,PH
2640,3584,12/18/2019,MY
2095,1825,5/24/2020,ID
2583,2726,1/31/2021,SG
2115,4737,4/2/2018,SZ
2484,2635,3/28/2018,SG
2054,3752,3/29/2019,MY
2018,4331,6/7/2019,PH
2992,1305,3/16/2018,ID
2095,2131,6/2/2018,SG
2459,3485,5/13/2018,MY
2706,1505,1/20/2020,ID
2766,3595,4/1/2019,MY
2894,4320,7/28/2018,PH
2448,4202,4/26/2019,PH
2926,2513,10/9/2018,SG
